City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,PM2.5_7d_avg,PM10_7d_avg,AQI_Bucket_General,AQI_Bucket_Label
Gurugram,2016-10-17,0.4435808277084612,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.16723549488054607,0.14509004417261295,0.30203924586379377,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.2173913043478261,Moderate,0.42991089312588643,0.7953450141209201,Moderate,1
Gurugram,2016-10-18,0.41821776777800507,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.19112627986348124,0.20489296636085622,0.3439784532512505,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.296195652173913,Moderate,0.42397765290544703,0.7953450141209201,Moderate,1
Gurugram,2016-10-22,0.32924251721551784,0.7401592118573251,0.18439256376999566,0.10480229853605146,0.16361762432362792,0.4337883354015246,0.17747440273037543,0.16819571865443422,0.2556111324868539,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.328804347826087,Moderate,0.3763926332542956,0.7953450141209201,Moderate,1
Gurugram,2016-10-23,0.37042339946819386,0.7401592118573251,0.09035884133160398,0.18401970173758384,0.0770419994846689,0.4337883354015246,0.1706484641638225,0.07951070336391436,0.5094267025779146,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.1875,Satisfactory,0.3546410281395827,0.7953450141209201,Moderate,1
Gurugram,2016-10-24,0.3711052021544965,0.7401592118573251,0.013834846519671422,0.008345874948693393,0.01855191960834836,0.4337883354015246,0.14334470989761092,0.08834522595990484,0.2229062459920482,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.1983695652173913,Satisfactory,0.3746061649397473,0.7953450141209201,Moderate,1
Gurugram,2016-10-25,0.6010090679757278,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.25597269624573377,0.23241590214067273,0.4000256508913685,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5054347826086956,Moderate,0.4190729853509598,0.7953450141209201,Moderate,1
Gurugram,2016-10-26,0.6010090679757278,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.25597269624573377,0.23241590214067273,0.4000256508913685,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5054347826086956,Moderate,0.4546507725122075,0.7953450141209201,Moderate,1
Gurugram,2016-10-27,0.6010090679757278,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.25597269624573377,0.23241590214067273,0.4000256508913685,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5054347826086956,Moderate,0.47965050183519026,0.7953450141209201,Moderate,1
Gurugram,2016-11-27,0.5385559419104111,0.7401592118573251,0.16882836143536534,0.1390067040634834,0.28922958000515325,0.4337883354015246,0.25597269624573377,0.09955827387020046,0.5739386943696294,0.216,0.807,0.41294298921417566,0.5163043478260869,Poor,0.4987602992605103,0.7953450141209201,Poor,2
Gurugram,2016-12-03,0.6010090679757278,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.25597269624573377,0.23241590214067273,0.4000256508913685,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5054347826086956,Moderate,0.5419170429077209,0.7953450141209201,Moderate,1
Gurugram,2016-12-14,0.8155723733551511,0.7401592118573251,0.16990920881971466,0.1439321384594336,0.28922958000515325,0.4337883354015246,0.25597269624573377,0.06659870880054365,0.18943183275618827,0.272,0.9675000000000001,0.41294298921417566,0.8070652173913043,Very Poor,0.6126070527603643,0.7953450141209201,Poor,2
Gurugram,2017-01-26,0.6010090679757278,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.25597269624573377,0.23241590214067273,0.4000256508913685,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5054347826086956,Moderate,0.6491159688613161,0.7953450141209201,Moderate,1
Gurugram,2017-02-06,0.9112974705120338,0.7401592118573251,0.1683960224816256,0.15268846627445617,0.28922958000515325,0.4337883354015246,0.24914675767918085,0.16989466530750932,0.27420802872899835,0.22133333333333333,0.875,0.41294298921417566,0.8233695652173912,Very Poor,0.6983900131007676,0.7953450141209201,Poor,2
Gurugram,2017-02-07,0.7930728847071657,0.7401592118573251,0.0946822308690013,0.12587221234094953,0.28922958000515325,0.4337883354015246,0.21160409556313992,0.12198436969079168,0.42105938181351804,0.004,0.14150000000000001,0.41294298921417566,0.7527173913043478,Poor,0.7288898994164204,0.7953450141209201,Poor,2
Gurugram,2017-02-17,0.7737096884161724,0.7401592118573251,0.07782101167315175,0.09372007114516351,0.28922958000515325,0.4337883354015246,0.2184300341296928,0.1403329935440027,0.32037963319225343,0.004,0.125,0.41294298921417566,0.7880434782608695,Very Poor,0.756314894814911,0.7953450141209201,Poor,2
Gurugram,2017-02-18,0.6145769414331492,0.7401592118573251,0.08949416342412453,0.09057326583663977,0.28922958000515325,0.4337883354015246,0.26279863481228666,0.16649677200135912,0.326022829293318,0.004,0.17800000000000002,0.41294298921417566,0.529891304347826,Poor,0.7683870897889802,0.7953450141209201,Poor,2
Gurugram,2017-02-19,0.8059589554782846,0.7401592118573251,0.10700389105058367,0.07702832124777673,0.28922958000515325,0.4337883354015246,0.29692832764505117,0.19062181447502544,0.3093497499038092,0.005333333333333333,0.1905,0.41294298921417566,0.671195652173913,Poor,0.8009332943558427,0.7953450141209201,Poor,2
Gurugram,2017-02-20,0.9270471125656236,0.7401592118573251,0.17207090358841334,0.07141879874127788,0.28922958000515325,0.4337883354015246,0.29692832764505117,0.1913013931362555,0.19353597537514428,0.004,0.17200000000000001,0.41294298921417566,0.7880434782608695,Very Poor,0.8186355712909129,0.7953450141209201,Poor,2
Gurugram,2017-02-21,0.5686916206449854,0.7401592118573251,0.10332900994379594,0.10589683951292929,0.28922958000515325,0.4337883354015246,0.2457337883959044,0.146109412164458,0.4768500705399513,0.005333333333333333,0.18700000000000003,0.41294298921417566,0.5652173913043478,Poor,0.8135035350418466,0.7953450141209201,Poor,2
Gurugram,2017-02-22,0.8121633599236381,0.7401592118573251,0.07003891050583658,0.07949103844575181,0.28922958000515325,0.4337883354015246,0.2764505119453925,0.3064899762147468,0.4671027318199307,0.005333333333333333,0.199,0.41294298921417566,0.6902173913043478,Poor,0.7977609597124328,0.7953450141209201,Poor,2
